ages,list_price,num_reviews,piece_count,review_difficulty,star_rating,country
12+,249.99,11.0,2863.0,Challenging,4.5,US
6-12,30.0,2.0,307.0,Average,4.5,DN
4-7,12.1878,8.0,47.0,Very Easy,4.0,PT
7-14,33.552,19.0,201.0,Easy,4.6,CZ
4-7,11.5971,8.0,47.0,Very Easy,4.0,PL
9+,61.098,23.0,496.0,Easy,3.3,CH
9-14,103.6878,9.0,830.0,Average,4.9,PT
10+,31.99,4.0,1.0,Challenging,3.5,US
6-12,89.8971,4.0,740.0,Average,5.0,PL
6+,754.99,8.0,2455.0,Average,3.4,US
7-14,42.638999999999996,3.0,308.0,Average,4.7,FI
10-14,59.88,11.0,452.0,Challenging,4.5,DN
6+,371.735,2.0,4900.0,Easy,5.0,NO
10+,12.1878,2.0,108.0,Easy,5.0,LU
7-12,18.186,27.0,174.0,Easy,4.7,GB
7-14,48.7878,12.0,366.0,Easy,4.8,NL
9-14,127.7929,4.0,1053.0,Average,4.0,NZ
8-14,29.99,5.0,313.0,Average,4.6,US
5-12,24.3878,6.0,190.0,Easy,,NL
9-16,109.7878,28.0,370.0,Easy,4.5,DE
5-12,7.247099999999999,5.0,53.0,Easy,3.6,PL
6-12,12.1878,1.0,102.0,Easy,4.0,FR
8-14,24.3878,10.0,365.0,Easy,4.8,IE
10-16,109.1922,8.0,1005.0,Average,4.4,CA
4-99,10.097999999999999,6.0,1.0,Very Easy,4.7,CH
7-12,27.2922,4.0,206.0,Easy,4.5,CA
5-8,60.9878,1.0,266.0,Challenging,5.0,NL
6-12,21.9478,26.0,117.0,Very Easy,4.7,LU
2-5,36.5878,2.0,57.0,Average,5.0,PT
7-14,24.3878,8.0,217.0,Easy,3.6,AT
4-99,18.9924,7.0,221.0,Easy,4.1,AU
7-14,81.19709999999998,6.0,492.0,Average,4.3,PL
9-14,182.9878,34.0,1376.0,Challenging,4.3,FR
10+,9.99,10.0,101.0,Very Easy,4.8,US
8-14,42.6878,24.0,305.0,Easy,4.8,DE
10-16,60.9878,12.0,603.0,Average,4.7,IT
8-14,109.7878,3.0,836.0,Average,,BE
5-12,12.1878,2.0,82.0,Very Easy,5.0,AT
4-7,12.1878,2.0,67.0,Very Easy,5.0,BE
4-7,15.799000000000001,3.0,59.0,Easy,5.0,FI
9-14,52.751999999999995,6.0,168.0,Average,5.0,CZ
10-16,99.99,79.0,1106.0,Average,4.8,US
6-12,9.99,6.0,109.0,Easy,4.8,US
4-7,15.6,2.0,67.0,Average,5.0,DN
4-7,30.439,2.0,95.0,Easy,3.0,FI
7-12,24.3878,2.0,241.0,Easy,5.0,NL
6-12,9.99,4.0,78.0,Very Easy,4.3,US
8+,38.87000000000001,2.0,1.0,Very Easy,4.0,NO
8+,54.8878,6.0,387.0,Easy,4.7,PT
7-14,24.3878,7.0,142.0,Easy,4.7,AT
7-12,29.99,9.0,286.0,Easy,4.4,
8-14,20.2971,2.0,171.0,Challenging,,PL
8-14,19.99,2.0,208.0,Average,4.5,US
8-14,54.8878,14.0,294.0,Easy,4.7,PT
7-14,31.192200000000003,3.0,308.0,Average,4.7,CA
10+,12.138,5.0,130.0,Easy,,
4-7,12.138,2.0,67.0,Very Easy,5.0,CH
6-12,30.4878,10.0,223.0,Easy,4.4,AT
12+,79.28779999999998,7.0,597.0,Average,4.9,BE
9-14,134.18779999999998,15.0,1403.0,Average,4.8,LU
5-12,7.5924,5.0,53.0,Easy,3.6,AU
5-12,12.1878,2.0,79.0,Easy,3.5,PT
10+,24.3878,1.0,160.0,Very Easy,5.0,BE
7-14,55.0971,4.0,391.0,Average,4.8,PL
10+,42.6878,4.0,1.0,Challenging,3.5,PT
6-12,54.8878,3.0,307.0,Easy,4.7,NL
4-99,5.7971,3.0,60.0,Easy,,PL
5-12,23.3922,3.0,141.0,Easy,4.3,CA
7-12,24.99,4.0,206.0,Easy,4.5,US
4-99,34.986,11.0,484.0,Easy,4.6,GB
14+,268.3878,52.0,2294.0,Average,4.5,FR
6-12,42.5929,1.0,309.0,Easy,5.0,
7-14,60.7924,5.0,425.0,Average,3.2,AU
9-14,134.18779999999998,15.0,1403.0,Average,4.8,ES
8-14,69.986,6.0,366.0,Average,4.0,GB
7-14,20.986,18.0,233.0,Easy,4.6,GB
14+,341.5878,19.0,3444.0,Challenging,5.0,IE
9-12,77.87,14.0,670.0,Average,4.5,NO
10-21,243.9878,1.0,1.0,Average,4.0,NL
10+,28.3929,1.0,234.0,Easy,5.0,NZ
5-12,24.3878,11.0,214.0,Easy,4.5,PT
14+,304.98,19.0,3444.0,Challenging,5.0,CH
7-14,28.3929,8.0,217.0,Easy,3.6,NZ
10+,12.987000000000002,1.0,113.0,Easy,5.0,NO
8-12,67.0878,2.0,464.0,Easy,4.5,FR
9-14,141.9929,23.0,780.0,Average,4.6,NZ
7-14,18.2878,19.0,181.0,Easy,4.9,IE
6-12,14.99,1.0,163.0,Easy,4.0,US
8-14,85.3878,51.0,691.0,Average,4.7,IE
8-14,127.7929,8.0,941.0,Average,4.6,NZ
7-14,31.192200000000003,6.0,341.0,Easy,4.3,CA
8-14,28.752,10.0,365.0,Easy,4.8,CZ
2-5,19.99,3.0,29.0,Easy,5.0,US
11-16,195.1878,22.0,2595.0,Average,4.7,
8+,95.6971,1.0,717.0,Challenging,5.0,PL
10+,12.1878,3.0,122.0,Very Easy,4.0,IE
8-14,71.952,8.0,631.0,Easy,,CZ
10+,9.99,2.0,116.0,Average,5.0,US
7-12,41.986000000000004,27.0,277.0,Easy,4.6,GB
7-14,27.2922,11.0,293.0,Average,,
7-14,48.7878,10.0,377.0,Easy,4.6,LU
14+,304.939,61.0,2028.0,Challenging,4.8,FI
4-7,36.5878,3.0,94.0,Average,4.7,FR
8-12,121.9878,6.0,813.0,Average,4.3,AT
14+,607.9924,85.0,4016.0,Challenging,3.9,AU
6-12,9.99,1.0,102.0,Easy,4.0,US
7-12,58.37000000000001,27.0,277.0,Easy,4.6,NO
7-14,24.3878,7.0,142.0,Easy,4.7,IT
7-14,73.1878,6.0,492.0,Average,4.3,IT
7-14,19.4922,2.0,139.0,Easy,4.0,CA
6-12,12.1524,6.0,109.0,Easy,4.8,AU
7-12,36.5878,25.0,241.0,Easy,4.5,FR
8-14,109.7878,17.0,674.0,Average,4.7,NL
4-7,12.1878,3.0,59.0,Easy,5.0,LU
14+,243.9878,201.0,1996.0,Challenging,4.8,DE
8-14,19.4922,3.0,187.0,Average,4.7,CA
6-12,34.79709999999999,9.0,185.0,Easy,3.9,PL
8+,28.0722,2.0,1.0,Very Easy,4.0,CA
7-14,54.8878,4.0,391.0,Average,4.8,NL
10+,42.6878,30.0,230.0,Easy,4.4,DE
10+,12.1878,5.0,143.0,Easy,5.0,IE
7-14,48.7878,3.0,416.0,Average,4.0,IE
6-12,32.9278,10.0,223.0,Easy,4.4,IT
7-14,19.5078,3.0,179.0,Easy,5.0,ES
9-14,182.9878,34.0,1376.0,Challenging,4.3,NL
8-14,34.99,5.0,179.0,Average,3.6,US
7-14,28.9971,4.0,198.0,Average,,PL
10+,12.1878,1.0,141.0,Very Easy,4.0,PT
6-12,146.3878,45.0,610.0,Average,,NL
7-14,17.4724,9.0,183.0,Easy,4.9,AU
7-14,24.3878,7.0,142.0,Easy,4.7,BE
4-99,10.9678,46.0,1.0,Very Easy,2.6,DE
8-14,24.3878,1.0,94.0,Easy,4.0,LU
12+,54.8878,11.0,444.0,Average,4.8,DE
10+,12.1878,1.0,135.0,Very Easy,4.0,PT
7-12,30.498,8.0,356.0,Average,4.6,CH
,35.092200000000005,3.0,328.0,Average,4.7,CA
9-14,95.95200000000001,6.0,914.0,Average,4.8,CZ
8-12,36.5878,8.0,339.0,Average,4.3,AT
5-12,34.1924,7.0,310.0,Easy,4.7,AU
4-7,12.1878,3.0,59.0,Easy,5.0,DE
7-14,43.9078,12.0,366.0,Easy,4.8,DE
2-5,144.9971,22.0,134.0,Average,4.1,PL
7-12,19.99,10.0,85.0,Easy,3.7,US
8-14,109.7878,71.0,717.0,Average,4.7,PT
2-5,99.99,8.0,163.0,Easy,5.0,US
6-12,53.88,4.0,360.0,Average,5.0,DN
6-12,36.5878,5.0,378.0,Easy,4.8,DE
6+,32.9278,10.0,219.0,Easy,3.9,LU
10+,12.1878,1.0,113.0,Easy,5.0,FR
4-99,9.7478,46.0,1.0,Very Easy,2.6,BE
6-12,58.37000000000001,1.0,460.0,Average,4.0,NO
16+,121.38,337.0,1334.0,Challenging,4.7,CH
10-21,42.6878,1.0,1.0,Very Easy,5.0,FR
4-7,24.3878,2.0,95.0,Easy,3.0,
6-12,12.0,3.0,91.0,Easy,4.3,DN
5-12,37.6971,7.0,310.0,Easy,4.7,PL
9-16,48.7878,1.0,513.0,Easy,5.0,IE
6+,15.198,2.0,249.0,Average,5.0,CH
8-14,109.7878,71.0,717.0,Average,4.7,LU
5-12,55.986000000000004,1.0,294.0,Average,5.0,GB
7-14,28.0478,2.0,241.0,Average,5.0,NL
8-14,34.986,5.0,330.0,Average,4.8,GB
5-12,13.6724,40.0,2.0,Very Easy,3.9,AU
8-14,42.6878,24.0,305.0,Easy,,PT
5-12,23.197099999999995,12.0,239.0,Easy,4.8,PL
10+,13.986,1.0,149.0,Very Easy,3.0,GB
8-14,65.88,20.0,581.0,Average,4.8,DN
8-12,36.5878,8.0,339.0,Average,4.3,ES
7-14,36.5878,10.0,312.0,Easy,4.0,DE
10+,10.1322,7.0,102.0,Easy,5.0,CA
8-14,85.3878,8.0,747.0,Average,4.5,NL
9-14,79.28779999999998,8.0,876.0,Average,5.0,
8-14,67.0878,24.0,358.0,Easy,4.6,NL
5-12,36.5878,7.0,344.0,Easy,5.0,AT
7-14,42.6878,12.0,366.0,Easy,4.8,FR
6-12,18.258,13.0,124.0,Easy,4.8,CH
7-14,36.5878,6.0,341.0,Easy,4.3,PT
7-14,26.0971,3.0,257.0,Average,5.0,PL
7-12,26.0971,1.0,200.0,Average,5.0,PL
8+,24.3878,16.0,208.0,Easy,4.6,FR
8-14,61.098,14.0,376.0,Easy,3.5,CH
8-14,134.18779999999998,8.0,941.0,Average,4.6,DE
4-7,21.9478,2.0,95.0,Easy,3.0,BE
4-7,12.1878,8.0,47.0,Very Easy,4.0,AT
6-12,50.898,1.0,460.0,Average,4.0,CH
16+,402.5878,88.0,4867.0,Challenging,4.9,BE
7-14,60.9878,6.0,400.0,Easy,4.3,IT
5-12,21.6,6.0,190.0,Easy,3.8,DN
8+,60.9878,1.0,470.0,Average,5.0,AT
8-14,24.99,1.0,87.0,Easy,4.0,US
8-14,20.2971,9.0,199.0,Easy,4.7,PL
10+,12.432,3.0,101.0,Average,4.7,CZ
7-12,36.386,25.0,241.0,Easy,4.5,GB
7-12,36.386,5.0,229.0,Easy,4.4,GB
7-12,27.986,32.0,208.0,Easy,4.4,GB
7-14,21.6,2.0,241.0,Average,5.0,DN
10-16,121.9878,79.0,1106.0,Average,4.8,AT
6-12,89.88,3.0,585.0,Challenging,4.3,DN
10+,45.798,4.0,1.0,Challenging,3.5,CH
2-5,18.2878,1.0,15.0,Easy,4.0,DE
7-14,48.7878,5.0,267.0,Easy,3.2,PT
8-12,42.6878,37.0,262.0,Easy,4.5,BE
7-14,23.951999999999998,3.0,257.0,Average,,CZ
7-12,26.0971,2.0,145.0,Average,5.0,PL
10+,24.3878,1.0,240.0,Easy,5.0,BE
8-14,83.986,6.0,765.0,Average,4.2,GB
16+,171.59220000000005,115.0,2382.0,Challenging,4.7,CA
8-14,69.99,3.0,670.0,Average,5.0,US
10+,13.0471,5.0,130.0,Easy,5.0,PL
6-12,109.7878,8.0,663.0,Average,4.6,PT
9-16,48.7878,1.0,513.0,Easy,5.0,IT
5-12,12.1878,2.0,79.0,Easy,3.5,ES
6-12,18.2878,7.0,141.0,Easy,,IE
10-16,134.18779999999998,79.0,1106.0,Average,4.8,LU
1½-5,11.6922,3.0,12.0,Very Easy,5.0,CA
4-99,5.4522,4.0,55.0,Average,4.5,CA
8+,34.986,2.0,1.0,Very Easy,4.0,GB
8-14,24.3878,1.0,94.0,Easy,4.0,BE
16+,197.1971,202.0,2469.0,Challenging,4.9,
9-14,85.3878,8.0,876.0,Average,5.0,LU
6-12,12.1878,3.0,91.0,Easy,4.3,
8-12,58.4922,3.0,585.0,Average,3.7,CA
7-14,53.162000000000006,5.0,259.0,Average,4.2,AU
10+,12.1878,3.0,122.0,Very Easy,4.0,IT
9-14,146.3878,15.0,825.0,Average,4.7,NL
6-12,55.986000000000004,3.0,326.0,Challenging,,GB
7-14,54.8878,23.0,375.0,Average,4.6,PT
10-21,197.99,1.0,1.0,Average,4.0,US
5-12,54.8878,10.0,169.0,Very Easy,4.1,NL
2-5,60.9878,11.0,52.0,Easy,4.7,NL
10+,9.99,3.0,101.0,Average,4.7,US
6-14,12.1878,1.0,68.0,Very Easy,4.0,DE
6-12,12.0,3.0,86.0,Average,3.0,DN
9-14,109.7878,4.0,746.0,Easy,4.3,BE
7-14,54.8878,12.0,293.0,Average,4.8,BE
7-14,18.258,3.0,73.0,Easy,4.3,CH
7-14,19.4922,2.0,105.0,Easy,4.0,CA
10+,13.0471,3.0,119.0,Easy,5.0,PL
8-14,79.28779999999998,3.0,604.0,Challenging,4.0,IT
7-14,66.69709999999999,6.0,400.0,Easy,4.3,PL
7-14,42.6878,5.0,267.0,Easy,3.2,AT
5-12,24.3878,47.0,8.0,Very Easy,4.1,DE
8-14,103.6878,9.0,643.0,Average,4.8,IE
16+,155.88,202.0,2469.0,Challenging,4.9,DN
16+,426.9878,43.0,5923.0,Challenging,4.8,NL
10-21,30.4878,1.0,1.0,Easy,5.0,FR
10+,10.1322,12.0,151.0,Easy,4.8,CA
12+,91.4878,142.0,898.0,Average,3.8,IT
8-14,42.5929,5.0,179.0,Average,,NZ
8-14,42.6878,5.0,179.0,Average,3.6,LU
6-12,24.3878,4.0,186.0,Easy,4.5,IT
4-99,34.99,11.0,484.0,Easy,4.6,US
6-12,38.9922,4.0,350.0,Average,4.8,CA
9-14,120.6929,15.0,1403.0,Average,4.8,NZ
16+,251.88,228.0,4295.0,Challenging,4.8,DN
8-14,109.7878,3.0,836.0,Average,4.7,LU
10+,12.0,4.0,126.0,Easy,5.0,DN
6-12,48.986000000000004,2.0,222.0,Average,5.0,GB
10+,19.99,1.0,240.0,Easy,5.0,US
6-12,132.59220000000002,45.0,610.0,Average,4.4,CA
5-12,52.1971,1.0,294.0,Average,5.0,PL
10+,24.3878,2.0,234.0,Easy,5.0,LU
8-14,121.939,56.0,659.0,Average,4.6,FI
10-21,32.9278,1.0,1.0,Easy,5.0,
7-14,19.99,27.0,139.0,Easy,4.5,US
5-12,12.1878,12.0,88.0,Easy,4.9,ES
1½-5,30.0,4.0,65.0,Very Easy,5.0,DN
7-14,19.99,3.0,257.0,Average,5.0,US
6-12,198.7929,45.0,610.0,Average,4.4,NZ
4-7,29.2678,2.0,95.0,Easy,3.0,FR
8+,58.4922,6.0,559.0,Average,5.0,CA
8-14,61.098,29.0,544.0,Average,4.7,CH
8-12,139.15200000000002,17.0,1124.0,Average,4.8,CZ
7-14,54.8878,23.0,375.0,Average,4.6,DE
7-14,54.83900000000001,7.0,358.0,Average,,FI
7-14,14.99,1.0,64.0,Very Easy,5.0,US
2-5,36.5878,1.0,31.0,Easy,5.0,BE
14+,158.58780000000004,367.0,1969.0,Challenging,4.9,NL
4-7,18.2878,2.0,67.0,Average,5.0,FR
8-12,36.5878,5.0,379.0,Easy,4.4,ES
6-12,15.799000000000001,9.0,92.0,Easy,4.7,FI
4-99,6.0878000000000005,8.0,78.0,Very Easy,4.8,ES
12+,73.1878,7.0,597.0,Average,4.9,IE
10+,12.1878,2.0,108.0,Easy,5.0,BE
8-14,36.5878,8.0,341.0,Average,4.6,FR
4-7,32.9278,1.0,95.0,Very Easy,5.0,DE
7-14,42.5929,7.0,358.0,Average,4.7,NZ
9-14,54.8878,6.0,168.0,Average,5.0,DE
6-12,18.2878,1.0,163.0,Easy,4.0,IT
8-14,60.9878,19.0,433.0,Average,4.7,FR
1½-5,17.0678,15.0,1.0,Easy,4.0,ES
10+,12.1878,1.0,135.0,Very Easy,4.0,PT
6-12,38.9922,4.0,324.0,Average,5.0,CA
5-12,7.3078,2.0,37.0,Very Easy,4.5,LU
8-14,86.59800000000001,6.0,557.0,Challenging,4.3,CH
10-16,167.952,18.0,1456.0,Average,4.6,CZ
,25.398000000000003,2.0,100.0,Easy,5.0,CH
8-14,38.9922,5.0,330.0,Average,4.8,CA
8-14,58.4922,8.0,747.0,Average,4.5,CA
6-12,19.4922,8.0,195.0,Average,4.5,CA
9-14,71.298,8.0,876.0,Average,5.0,CH
6-12,12.585999999999999,3.0,91.0,Easy,4.3,GB
12+,40.2478,7.0,361.0,Easy,4.6,ES
14+,256.1878,87.0,1703.0,Challenging,4.3,IT
12+,41.986000000000004,7.0,361.0,Easy,4.6,GB
7-12,34.1924,25.0,241.0,Easy,4.5,AU
4-7,30.3924,1.0,151.0,Easy,5.0,AU
8-14,41.88,21.0,494.0,Average,4.5,DN
8-14,30.4878,12.0,86.0,Easy,4.5,IE
5-12,21.9478,89.0,24.0,Easy,2.5,AT
9-14,79.99,9.0,830.0,Average,4.9,
6-12,18.2878,1.0,163.0,Easy,4.0,ES
6-14,12.1878,1.0,48.0,Very Easy,5.0,LU
10-16,124.7922,18.0,1456.0,Average,,CA
6-12,34.986,2.0,307.0,Average,4.5,GB
5-12,12.1878,85.0,2.0,Very Easy,3.5,NL
8-14,27.986,10.0,365.0,Easy,4.8,GB
6-12,19.4922,1.0,185.0,Easy,,CA
7-14,12.99,4.0,155.0,Easy,4.8,US
7-14,14.8122,3.0,179.0,Easy,5.0,CA
7-14,54.8878,5.0,259.0,Average,4.2,NL
4-99,19.99,2.0,213.0,Very Easy,5.0,US
8-14,136.2971,8.0,941.0,Average,4.6,PL
6-12,121.5924,16.0,919.0,Average,4.6,AU
5+,4.8678,15.0,7.0,Very Easy,4.5,PT
14+,268.3878,52.0,2294.0,Average,4.5,BE
10-16,121.9878,8.0,1005.0,Average,4.4,AT
5+,3.1122,22.0,8.0,Very Easy,4.3,CA
4-99,4.8,8.0,78.0,Very Easy,4.8,DN
16+,220.87,115.0,2382.0,Challenging,4.7,NO
5-12,13.0471,2.0,79.0,Easy,3.5,PL
7-14,54.8878,5.0,406.0,Average,4.8,LU
14+,341.5878,19.0,3444.0,Challenging,5.0,NL
5-12,24.3878,8.0,144.0,Easy,4.3,IE
8-14,121.9878,8.0,941.0,Average,4.6,IE
5-12,60.93899999999999,10.0,169.0,Very Easy,4.1,FI
9-14,71.952,9.0,554.0,Challenging,4.0,CZ
9-16,99.99,28.0,370.0,Easy,4.5,US
6-12,35.4929,6.0,229.0,Easy,4.7,NZ
6-12,18.2878,1.0,163.0,Easy,4.0,AT
4-99,21.2929,7.0,221.0,Easy,4.1,NZ
6-12,86.59800000000001,8.0,622.0,Average,4.1,CH
8-14,91.1924,56.0,659.0,Average,4.6,AU
9-14,146.3878,23.0,780.0,Average,4.6,IT
9-14,182.9878,34.0,1376.0,Challenging,4.3,BE
10+,503.952,38.0,601.0,Challenging,4.3,CZ
9-14,91.1924,23.0,792.0,Average,4.9,AU
9-14,103.6878,11.0,1202.0,Average,4.5,FR
8-14,121.9878,8.0,941.0,Average,4.6,IT
7-14,26.0971,1.0,191.0,Easy,5.0,PL
5-12,18.9924,47.0,8.0,Very Easy,4.1,AU
10+,37.6971,33.0,231.0,Easy,4.6,PL
7-12,85.1929,2.0,603.0,Challenging,4.5,NZ
6-12,48.7878,3.0,322.0,Easy,4.3,FR
4-99,12.139000000000001,46.0,1.0,Very Easy,2.6,FI
4-7,30.4878,2.0,116.0,Easy,4.5,IE
9-14,101.39220000000002,17.0,1140.0,Challenging,4.9,CA
8+,25.6078,5.0,247.0,Average,,FR
8-14,19.99,1.0,94.0,Easy,4.0,US
6+,439.1878,2.0,4900.0,Easy,5.0,NL
7-14,36.5878,3.0,308.0,Average,4.7,ES
4-99,5.4522,8.0,78.0,Very Easy,4.8,CA
14+,590.58,85.0,4016.0,Challenging,3.9,CH
6-14,9.99,1.0,68.0,Very Easy,4.0,US
7-14,42.6878,6.0,341.0,Easy,4.3,LU
6-12,142.87,16.0,919.0,Average,4.6,NO
10+,24.3878,1.0,240.0,Easy,,LU
7-14,48.7878,13.0,375.0,Easy,4.8,BE
7-14,53.88,6.0,622.0,Average,5.0,DN
8+,85.3878,1.0,717.0,Challenging,5.0,IE
10+,12.0,3.0,119.0,Easy,5.0,DN
7-14,19.4922,2.0,241.0,Average,5.0,
10+,9.99,4.0,143.0,Easy,4.8,US
7-14,47.952,6.0,622.0,Average,5.0,CZ
9-12,63.7971,14.0,670.0,Average,4.5,PL
2-5,9.99,2.0,15.0,Very Easy,5.0,US
6-12,21.9478,18.0,124.0,Easy,4.7,BE
4-7,48.7878,2.0,191.0,Average,,ES
5-12,36.5878,14.0,294.0,Average,4.2,LU
9-16,103.6878,28.0,370.0,Easy,4.5,IT
8-14,36.5878,12.0,86.0,Easy,4.5,LU
7-14,30.4878,2.0,105.0,Easy,4.0,FR
8-14,121.9878,5.0,775.0,Challenging,4.8,FR
6-14,12.1878,1.0,68.0,Very Easy,4.0,PT
7-14,14.8122,3.0,163.0,Easy,,CA
10+,12.1524,5.0,130.0,Easy,5.0,AU
5-12,36.5878,7.0,310.0,Easy,,IT
11-16,329.3878,45.0,1862.0,Challenging,3.5,PT
4-7,52.1971,2.0,191.0,Average,5.0,PL
9-14,54.8878,4.0,552.0,Challenging,4.8,ES
8-14,60.9878,7.0,521.0,Average,4.3,PT
12-16,280.5878,75.0,3929.0,Challenging,4.6,LU
7-12,36.5878,8.0,229.0,Easy,4.6,ES
8-12,121.38,17.0,1124.0,Average,4.8,CH
7-12,86.59800000000001,2.0,603.0,Challenging,4.5,CH
9-14,259.87,6.0,1413.0,Average,4.3,NO
10+,12.1878,3.0,101.0,Average,4.7,DE
10+,24.3878,1.0,234.0,Easy,5.0,ES
7-12,24.3878,1.0,200.0,Average,5.0,PT
4-7,19.4922,3.0,90.0,Easy,5.0,CA
6-12,32.9278,3.0,126.0,Easy,4.7,BE
9-14,85.3878,9.0,554.0,Challenging,4.0,LU
8-14,32.9278,3.0,85.0,Easy,4.7,ES
12+,52.1971,23.0,468.0,Average,4.7,PL
5-12,25.398000000000003,12.0,239.0,Easy,4.8,CH
2-5,12.912,2.0,15.0,Very Easy,5.0,CZ
7-14,31.192200000000003,8.0,294.0,Average,4.0,CA
5-12,25.398000000000003,8.0,144.0,Easy,4.3,CH
8-14,38.986999999999995,7.0,92.0,Easy,4.7,NO
2-5,12.1878,2.0,15.0,Very Easy,5.0,PT
7-14,38.9922,5.0,406.0,Average,4.8,CA
8-14,28.3929,10.0,365.0,Easy,4.8,NZ
8-14,60.7924,2.0,556.0,Average,4.0,AU
10+,24.0,1.0,234.0,Easy,5.0,DN
6-14,20.7278,4.0,69.0,Easy,4.3,NL
10-16,173.9971,18.0,1456.0,Average,4.6,PL
6-12,24.3878,4.0,216.0,Easy,4.5,LU
7-14,24.3878,2.0,241.0,Average,5.0,IT
16+,231.7878,91.0,2464.0,Challenging,4.9,NL
10+,15.799000000000001,1.0,141.0,Very Easy,4.0,FI
4-99,24.3878,8.0,303.0,Easy,4.9,NL
6-12,19.152,6.0,99.0,Very Easy,5.0,CZ
4-7,22.7924,3.0,94.0,Average,4.7,AU
4-7,21.6,1.0,110.0,Easy,4.0,DN
14+,243.9878,52.0,2294.0,Average,4.5,IE
7-14,24.8429,2.0,139.0,Easy,4.0,NZ
5-12,6.0,2.0,37.0,Very Easy,4.5,DN
10+,29.99,13.0,708.0,Average,4.8,US
9-14,177.55200000000005,5.0,1426.0,Challenging,2.6,CZ
8-12,170.7878,3.0,1019.0,Easy,5.0,DE
5-12,35.598,7.0,310.0,Easy,,CH
14+,280.5878,87.0,1703.0,Challenging,4.3,BE
10+,12.1878,3.0,119.0,Easy,5.0,AT
7-14,60.9878,6.0,400.0,Easy,4.3,IE
8+,24.0,16.0,208.0,Easy,4.6,DN
4-99,9.552,6.0,1.0,Very Easy,4.7,CZ
6-14,15.799000000000001,1.0,48.0,Very Easy,5.0,FI
8-12,58.37000000000001,2.0,451.0,Average,5.0,NO
7-14,19.152,12.0,196.0,Easy,4.6,CZ
7-14,24.99,3.0,100.0,Very Easy,4.0,US
7-14,42.6878,5.0,267.0,Easy,3.2,AT
5-12,37.6971,14.0,294.0,Average,4.2,PL
6-12,33.552,6.0,229.0,Easy,4.7,CZ
6-12,19.99,3.0,188.0,Easy,4.3,US
7-14,18.2878,1.0,56.0,Easy,5.0,FR
6-12,203.88,35.0,888.0,Average,4.4,DN
7-12,24.3878,2.0,241.0,Easy,5.0,ES
1½-5,15.2378,15.0,1.0,Easy,4.0,IT
9-14,120.6929,15.0,1403.0,Average,4.8,
7-14,81.55199999999998,7.0,375.0,Easy,3.7,CZ
7-14,67.0878,5.0,425.0,Average,3.2,BE
10+,12.1878,1.0,141.0,Very Easy,4.0,IE
8-14,36.5878,8.0,341.0,Average,4.6,PT
1½-5,17.7429,15.0,1.0,Easy,4.0,NZ
7-12,32.4,2.0,374.0,Easy,3.5,DN
12+,103.87,142.0,898.0,Average,3.8,
4-7,30.4878,3.0,94.0,Average,4.7,BE
12-16,207.3878,20.0,1628.0,Average,3.8,PT
7-12,110.1971,2.0,577.0,Average,5.0,PL
1½-5,36.5878,4.0,65.0,Very Easy,5.0,PT
5-12,11.5971,40.0,2.0,Very Easy,3.9,PL
1½-5,24.3878,6.0,36.0,Easy,5.0,IT
7-14,36.5878,6.0,341.0,Easy,4.3,IT
6-12,85.7922,8.0,663.0,Average,,CA
10+,12.0,1.0,135.0,Very Easy,4.0,DN
7-14,121.9878,6.0,267.0,Average,4.3,NL
8-14,48.7878,21.0,494.0,Average,4.5,DE
4-7,30.4878,2.0,116.0,Easy,4.5,BE
6-12,19.5078,40.0,125.0,Very Easy,4.7,ES
6+,32.9278,10.0,219.0,Easy,3.9,IT
2-5,67.0878,11.0,52.0,Easy,4.7,DE
6+,616.1922000000002,7.0,2631.0,Easy,4.6,CA
7-12,39.99,1.0,289.0,Easy,4.0,US
5-12,19.99,7.0,174.0,Easy,4.4,US
8-14,36.5878,4.0,144.0,Average,4.8,FR
8-14,67.0878,2.0,556.0,Average,4.0,LU
6-12,29.99,2.0,307.0,Average,4.5,US
10+,15.799000000000001,2.0,108.0,Easy,5.0,FI
5-12,24.3878,7.0,174.0,Easy,4.4,ES
9-14,45.59240000000001,4.0,552.0,Challenging,4.8,AU
14+,194.99220000000003,52.0,2294.0,Average,4.5,CA
6-12,31.7078,2.0,126.0,Average,4.5,IE
8-14,29.99,1.0,266.0,Average,4.0,US
7-14,67.0878,6.0,400.0,Easy,4.3,LU
6-12,34.79709999999999,10.0,223.0,Easy,4.4,PL
6-12,12.1878,9.0,92.0,Easy,4.7,PT
4-99,34.79709999999999,11.0,484.0,Easy,4.6,PL
10+,13.986,3.0,101.0,Average,4.7,GB
4-7,29.99,1.0,143.0,Average,5.0,US
12+,182.9878,79.0,2049.0,Average,5.0,IE
16+,365.9878,88.0,4867.0,Challenging,4.9,IE
8+,60.93899999999999,6.0,387.0,Easy,4.7,FI
10-16,121.9878,79.0,1106.0,Average,4.8,IE
6-12,32.9278,1.0,229.0,Average,5.0,DE
8-12,60.9878,6.0,460.0,Average,4.3,NL
10-21,263.952,1.0,1.0,Average,4.0,CZ
9-14,143.952,15.0,1403.0,Average,4.8,CZ
6-12,18.2878,26.0,117.0,Very Easy,,IE
7-14,24.8429,3.0,55.0,Easy,4.0,NZ
7-14,20.986,2.0,52.0,Easy,4.0,GB
10+,12.1524,1.0,141.0,Very Easy,4.0,AU
