ages,list_price,num_reviews,piece_count,review_difficulty,star_rating,country
8-12,70.1922,11.0,728.0,Average,3.4,CA
8-14,143.952,23.0,1047.0,Average,4.7,CZ
6-12,20.298,15.0,108.0,Very Easy,4.1,CH
5-12,21.9478,89.0,24.0,Easy,2.5,ES
6-12,36.5878,1.0,199.0,Average,5.0,DE
4-99,18.2878,24.0,1.0,Very Easy,4.1,BE
8-14,97.986,9.0,643.0,Average,4.8,GB
8-14,21.9478,2.0,171.0,Challenging,5.0,
10+,9.99,11.0,91.0,Very Easy,4.9,US
8-14,129.87,3.0,836.0,Average,4.7,NO
10+,487.9878,38.0,601.0,Challenging,4.3,DE
9-14,91.698,11.0,1202.0,Average,4.5,CH
16+,158.58780000000004,53.0,1686.0,Average,4.6,BE
7-14,41.986000000000004,13.0,375.0,Easy,4.8,GB
5-12,7.0929,5.0,53.0,Easy,3.6,NZ
7-14,139.986,6.0,267.0,Average,4.3,
2-5,35.092200000000005,3.0,28.0,Easy,5.0,CA
9-12,60.7924,14.0,670.0,Average,,AU
6-12,103.639,4.0,740.0,Average,5.0,FI
7-14,24.3878,1.0,191.0,Easy,5.0,IT
9-14,91.1924,4.0,746.0,Easy,4.3,AU
14+,146.3878,367.0,1969.0,Challenging,4.9,AT
4-7,12.1878,8.0,47.0,Very Easy,4.0,ES
7-14,24.3878,8.0,217.0,Easy,3.6,PT
6-12,36.5878,10.0,223.0,Easy,4.4,BE
7-12,54.8878,27.0,277.0,Easy,4.6,DE
10+,12.138,1.0,141.0,Very Easy,4.0,CH
7-14,48.7878,23.0,375.0,Average,4.6,IE
8-14,85.3878,20.0,581.0,Average,,BE
6-12,38.352,3.0,378.0,Average,2.7,CZ
2-5,32.9278,2.0,26.0,Very Easy,5.0,PT
4-7,12.1878,3.0,62.0,Easy,4.7,
9-14,121.9878,15.0,1403.0,Average,4.8,AT
5-12,49.99,1.0,294.0,Average,5.0,US
7-14,19.5078,12.0,196.0,Easy,4.6,DE
6+,853.9878,7.0,2631.0,Easy,4.6,AT
7-12,19.5078,27.0,174.0,Easy,4.7,PT
16+,240.6971,91.0,2464.0,Challenging,4.9,PL
10+,12.1878,2.0,108.0,Easy,5.0,IE
,36.5878,2.0,347.0,Very Easy,5.0,FR
6-12,12.4722,11.0,74.0,Easy,4.3,
8-14,103.6878,56.0,659.0,Average,4.6,IT
4-7,14.99,1.0,70.0,Easy,5.0,US
9-14,54.8878,4.0,552.0,Challenging,4.8,DE
8-14,127.7929,2.0,841.0,Average,5.0,NZ
6-12,36.5878,3.0,378.0,Average,2.7,BE
9-14,38.9922,4.0,552.0,Challenging,4.8,CA
8-14,48.7878,24.0,305.0,Easy,4.8,NL
7-12,29.99,2.0,217.0,Average,5.0,US
7-14,21.899,10.0,161.0,Easy,4.9,FI
7-12,19.99,2.0,241.0,Easy,5.0,US
5-12,24.3878,12.0,239.0,Easy,4.8,DE
6-12,36.5878,1.0,229.0,Average,5.0,LU
12+,42.6878,53.0,321.0,Average,,IT
6-12,95.95200000000001,4.0,740.0,Average,5.0,CZ
9-14,77.9922,11.0,1202.0,Average,4.5,CA
8-14,67.152,7.0,521.0,Average,4.3,CZ
12+,329.3878,11.0,2863.0,Challenging,4.5,
6-12,54.8878,1.0,460.0,Average,4.0,FR
8-14,109.7878,3.0,836.0,Average,4.7,IT
,52.1971,10.0,169.0,Very Easy,4.1,PL
9-12,58.4922,14.0,670.0,Average,4.5,CA
6-12,67.0878,3.0,380.0,Average,4.3,FR
6-12,24.3878,5.0,201.0,Average,4.4,AT
6-12,24.3878,4.0,192.0,Average,5.0,FR
4-7,30.4878,3.0,94.0,Average,4.7,IT
7-14,69.5278,6.0,400.0,Easy,,PT
9-14,77.9922,4.0,746.0,Easy,4.3,CA
7-14,25.398000000000003,1.0,191.0,Easy,5.0,CH
2-5,30.4878,2.0,26.0,Very Easy,5.0,AT
2-5,36.5878,3.0,28.0,Average,4.3,IT
6-12,54.83900000000001,6.0,271.0,Easy,4.8,FI
6-12,27.986,9.0,185.0,Easy,3.9,GB
5+,4.8678,13.0,8.0,Very Easy,4.8,DE
7-12,67.0878,2.0,289.0,Easy,3.5,NL
4-7,14.0322,2.0,63.0,Easy,4.5,CA
8-12,35.598,5.0,379.0,Easy,4.4,CH
7-14,49.99,5.0,425.0,Average,3.2,US
7-12,24.3878,1.0,225.0,Easy,4.0,LU
4-99,18.2878,7.0,221.0,Easy,4.1,IE
2-5,18.186,1.0,15.0,Easy,4.0,GB
,37.8078,13.0,285.0,Easy,4.2,PT
8-14,61.098,6.0,366.0,Average,4.0,CH
16+,987.9924,198.0,7541.0,Challenging,,AU
5-12,12.1878,40.0,2.0,Very Easy,3.9,AT
1½-3,30.4878,6.0,24.0,Average,2.2,LU
8-14,68.3924,29.0,544.0,Average,4.7,AU
12+,134.18779999999998,23.0,1032.0,Average,4.6,LU
7-12,18.2878,27.0,174.0,Easy,,AT
7-14,19.99,10.0,81.0,Very Easy,4.7,US
10+,9.99,3.0,127.0,Very Easy,4.7,US
7-14,24.3878,3.0,257.0,Average,5.0,LU
8+,79.28779999999998,4.0,549.0,Easy,4.8,BE
7-14,33.552,3.0,100.0,Very Easy,4.0,CZ
6-12,155.87,45.0,610.0,Average,4.4,NO
6-12,32.9278,1.0,229.0,Average,5.0,IT
4-7,24.99,3.0,94.0,Average,4.7,US
7-12,30.4878,8.0,356.0,Average,4.6,IT
1½-5,17.3971,15.0,1.0,Easy,4.0,PL
5+,3.1122,22.0,8.0,Very Easy,4.3,CA
8-14,79.99,56.0,659.0,Average,4.6,US
7-14,52.1971,5.0,406.0,Average,4.8,PL
7-14,30.4878,2.0,92.0,Easy,4.0,AT
4-99,6.0878000000000005,8.0,78.0,Very Easy,4.8,AT
10-16,121.9878,14.0,1327.0,Challenging,4.6,PT
9-16,83.986,5.0,1020.0,Average,4.2,GB
16+,398.986,130.0,4634.0,Challenging,4.8,GB
8-14,98.7924,5.0,775.0,Challenging,4.8,AU
14+,638.9929,84.0,4016.0,Challenging,3.9,NZ
6-12,35.36779999999999,9.0,197.0,Easy,,PT
2-5,40.2478,3.0,28.0,Average,4.3,PT
10+,31.99,3.0,1.0,Average,5.0,US
6-12,134.18779999999998,10.0,894.0,Easy,,PT
10+,24.3878,2.0,234.0,Easy,5.0,BE
7-14,36.5878,6.0,76.0,Easy,4.5,FR
5-12,25.186,11.0,214.0,Easy,,GB
9-14,103.6878,9.0,830.0,Average,4.9,ES
5-12,12.138,12.0,88.0,Easy,4.9,CH
16+,259.87,91.0,2464.0,Challenging,4.9,NO
8-12,73.1878,3.0,585.0,Average,3.7,AT
10+,12.1878,1.0,141.0,Very Easy,4.0,PT
10-16,129.87,14.0,1327.0,Challenging,4.6,NO
7-14,30.4878,2.0,92.0,Easy,4.0,
4-7,35.598,1.0,151.0,Easy,5.0,CH
5-8,60.9878,1.0,266.0,Challenging,5.0,PT
6-12,24.0,4.0,216.0,Easy,4.5,DN
4-99,15.6,24.0,1.0,Very Easy,4.1,DN
8-14,121.38,8.0,1004.0,Average,5.0,CH
7-12,27.2922,4.0,206.0,Easy,4.5,CA
2-5,35.598,2.0,57.0,Average,5.0,CH
8-14,54.8878,3.0,506.0,Average,5.0,NL
6-12,97.5878,3.0,585.0,Challenging,4.3,AT
7-14,45.1278,7.0,358.0,Average,4.7,IE
2-5,155.87,8.0,163.0,Easy,5.0,NO
6-12,128.0878,3.0,792.0,Average,3.7,PT
6-12,45.37000000000001,1.0,309.0,Easy,5.0,NO
5-12,24.3878,11.0,214.0,Easy,4.5,DE
7-14,76.986,6.0,492.0,Average,4.3,GB
10+,27.6,33.0,231.0,Easy,4.6,DN
6-12,19.99,9.0,197.0,Easy,4.2,US
7-12,19.4922,2.0,205.0,Average,5.0,CA
4-7,12.1878,8.0,47.0,Very Easy,4.0,PT
6-12,23.197099999999995,5.0,201.0,Average,4.4,PL
4-7,12.987000000000002,3.0,62.0,Easy,4.7,NO
2-5,60.9878,3.0,28.0,Easy,5.0,IE
6-12,54.8878,3.0,326.0,Challenging,,NL
7-14,48.7878,7.0,358.0,Average,,PT
7-14,48.739,12.0,366.0,Easy,4.8,FI
7-12,35.598,4.0,345.0,Easy,4.8,CH
8-14,36.5878,12.0,86.0,Easy,4.5,NL
9-14,116.87,6.0,914.0,Average,4.8,NO
7-14,42.5929,3.0,308.0,Average,4.7,NZ
7-14,18.962,2.0,58.0,Easy,4.5,AU
5+,4.8678,13.0,8.0,Very Easy,4.8,AT
4-99,6.0724,4.0,55.0,Average,4.5,AU
1½-5,36.5878,4.0,65.0,Very Easy,5.0,NL
6-14,12.1878,1.0,48.0,Very Easy,,AT
5+,3.1122,13.0,8.0,Very Easy,4.8,CA
7-14,24.3878,4.0,198.0,Average,4.5,IE
8-12,170.7878,3.0,1019.0,Easy,5.0,IT
7-12,21.6,2.0,241.0,Easy,5.0,DN
10+,19.99,1.0,234.0,Easy,5.0,US
2-5,36.5878,2.0,57.0,Average,5.0,ES
7-12,20.2971,27.0,174.0,Easy,4.7,
6-12,43.9078,3.0,378.0,Average,2.7,ES
8-14,50.6922,12.0,457.0,Easy,4.3,CA
5-12,67.0878,2.0,303.0,Average,4.0,FR
10+,47.952,31.0,230.0,Easy,4.4,CZ
8+,119.99,2.0,1122.0,Easy,5.0,US
1½-5,16.104,15.0,1.0,Easy,4.0,IE
9-14,89.99,4.0,1053.0,Average,4.0,US
7-12,48.7878,4.0,402.0,Average,,FR
5-12,10.1322,2.0,79.0,Easy,3.5,CA
4-7,12.1878,8.0,47.0,Very Easy,4.0,DE
6+,715.2,8.0,2455.0,Average,3.4,
9-14,41.88,6.0,168.0,Average,5.0,DN
6+,821.0898,8.0,2455.0,Average,3.4,CH
7-12,22.7924,1.0,200.0,Average,5.0,AU
16+,487.9878,130.0,4634.0,Challenging,4.8,LU
7-14,22.087,9.0,183.0,Easy,4.9,NO
10+,10.1322,3.0,122.0,Very Easy,4.0,CA
7-14,35.4929,2.0,105.0,Easy,4.0,NZ
6-12,10.1322,4.0,88.0,Easy,,CA
8+,25.398000000000003,5.0,247.0,Average,4.6,CH
10-16,129.55200000000002,12.0,1098.0,Average,4.8,CZ
6-12,85.3878,8.0,622.0,Average,4.1,IT
9-14,97.5878,6.0,914.0,Average,4.8,PT
10+,12.1524,1.0,113.0,Easy,5.0,AU
16+,179.3922,91.0,2464.0,Challenging,4.9,CA
6-14,9.99,7.0,83.0,Easy,4.7,US
8-14,73.139,29.0,544.0,Average,4.7,FI
2-5,41.986000000000004,3.0,48.0,Very Easy,5.0,GB
5-12,19.152,1.0,127.0,Easy,5.0,CZ
5-12,12.432,1.0,78.0,Easy,5.0,CZ
7-12,45.37000000000001,2.0,374.0,Easy,3.5,
8-14,60.9878,6.0,366.0,Average,4.0,AT
5+,4.5524,15.0,7.0,Very Easy,4.5,AU
10+,12.987000000000002,5.0,143.0,Easy,5.0,NO
6-12,58.37000000000001,3.0,307.0,Easy,4.7,NO
9-14,121.9878,39.0,863.0,Average,4.4,PT
2-5,49.99,2.0,86.0,Easy,4.5,US
6-12,116.9922,3.0,792.0,Average,3.7,CA
10+,12.1878,3.0,119.0,Easy,5.0,ES
12+,91.4878,83.0,962.0,Average,4.5,NL
9-14,78.2971,23.0,792.0,Average,4.9,PL
12+,155.88,79.0,2049.0,Average,5.0,DN
12+,76.986,7.0,597.0,Average,4.9,GB
4-99,30.3924,2.0,213.0,Very Easy,5.0,AU
7-14,42.6878,5.0,267.0,Easy,3.2,IT
7-14,67.0878,5.0,425.0,Average,3.2,NL
8+,30.0,2.0,1.0,Very Easy,4.0,DN
7-12,18.2878,5.0,223.0,Easy,4.4,DE
7-14,24.3878,18.0,233.0,Easy,4.6,FR
2-5,24.3878,2.0,26.0,Average,5.0,PT
5-12,28.3929,6.0,190.0,Easy,3.8,NZ
10+,425.9929,38.0,601.0,Challenging,4.3,
9-14,86.9971,19.0,944.0,Average,4.2,PL
5-12,38.9922,8.0,257.0,Average,3.9,CA
10+,9.99,10.0,139.0,Easy,4.8,US
12+,58.37000000000001,11.0,444.0,Average,4.8,NO
7-14,36.5878,19.0,201.0,Easy,4.6,NL
10+,9.99,6.0,118.0,Very Easy,5.0,US
10+,12.1878,5.0,130.0,Easy,5.0,LU
10+,487.939,38.0,601.0,Challenging,4.3,FI
4-99,9.552,46.0,1.0,Very Easy,2.6,CZ
9-14,219.5878,6.0,1413.0,Average,4.3,IT
7-12,24.3878,2.0,145.0,Average,,PT
6-14,12.1878,2.0,73.0,Easy,5.0,DE
6-12,12.1878,1.0,102.0,Easy,4.0,AT
6+,12.1878,1.0,80.0,Easy,5.0,AT
8-12,48.739,10.0,386.0,Average,3.8,FI
6-12,25.398000000000003,4.0,192.0,Average,,CH
9-14,182.9878,34.0,1376.0,Challenging,4.3,IT
10+,12.1878,4.0,126.0,Easy,5.0,IE
10+,12.1878,1.0,113.0,Easy,5.0,DE
10+,12.1878,1.0,113.0,Easy,,ES
8-12,42.6878,2.0,360.0,Average,4.0,NL
4+,3.0378000000000003,180.0,1.0,Very Easy,4.8,NL
14+,131.88,367.0,1969.0,Challenging,4.9,DN
5-12,21.9478,1.0,104.0,Average,5.0,BE
7-14,18.2878,9.0,183.0,Easy,4.9,IE
7-14,18.2878,7.0,38.0,Easy,4.3,IE
14+,609.9878,85.0,4016.0,Challenging,3.9,LU
5-12,10.1322,4.0,76.0,Very Easy,5.0,CA
9-14,139.986,23.0,780.0,Average,,GB
2-5,60.9878,3.0,28.0,Easy,5.0,NL
7-12,24.3878,1.0,225.0,Easy,4.0,FR
12+,48.7878,11.0,444.0,Average,4.8,FR
9-14,207.3878,52.0,2295.0,Challenging,4.9,NL
16+,311.9922,171.0,4080.0,Challenging,4.7,CA
8+,168.87,2.0,1122.0,Easy,5.0,NO
7-12,40.751999999999995,25.0,241.0,Easy,4.5,CZ
8-14,116.87,56.0,659.0,Average,4.6,NO
2-5,73.1878,1.0,67.0,Average,5.0,BE
5-12,19.4922,1.0,127.0,Easy,5.0,CA
16+,324.87,99.0,4002.0,Challenging,4.8,NO
7-14,24.3878,8.0,217.0,Easy,3.6,FR
8-12,36.5878,2.0,360.0,Average,4.0,IE
12+,53.1924,24.0,780.0,Average,4.7,AU
6-12,27.6,9.0,197.0,Easy,4.2,DN
16+,207.3878,62.0,2480.0,Challenging,4.6,PT
6-12,38.9922,3.0,322.0,Easy,4.3,CA
8+,35.4929,2.0,1.0,Very Easy,4.0,NZ
6-12,60.9878,3.0,380.0,Average,4.3,AT
8-14,103.6878,9.0,643.0,Average,,IT
6-12,58.4922,5.0,575.0,Average,5.0,CA
8-14,42.6878,4.0,144.0,Average,4.8,
6-12,35.4929,2.0,307.0,Average,4.5,NZ
7-14,30.439,18.0,233.0,Easy,4.6,
12+,329.3878,11.0,2863.0,Challenging,4.5,NL
7-14,18.2878,3.0,179.0,Easy,5.0,IE
7-12,15.6,27.0,174.0,Easy,4.7,DN
8-14,69.986,7.0,521.0,Average,4.3,GB
8-14,42.6878,5.0,179.0,Average,3.6,IT
10-14,66.19800000000001,11.0,452.0,Challenging,4.5,CH
6-12,19.152,1.0,163.0,Easy,4.0,CZ
7-14,24.3878,8.0,217.0,Easy,3.6,LU
4-7,48.739,2.0,191.0,Average,5.0,FI
2-5,18.2878,1.0,15.0,Easy,4.0,PT
6-12,18.186,4.0,99.0,Very Easy,5.0,GB
6-12,85.3878,5.0,575.0,Average,5.0,LU
10+,36.5878,14.0,708.0,Average,4.6,DE
7-14,22.7924,18.0,233.0,Easy,4.6,AU
8-14,42.6878,5.0,179.0,Average,3.6,FR
7-12,14.99,2.0,142.0,Average,4.0,US
1½-5,20.986,6.0,36.0,Easy,5.0,GB
7-14,24.3878,2.0,139.0,Easy,4.0,IE
10+,9.99,1.0,149.0,Very Easy,3.0,US
8-12,65.88,11.0,728.0,Average,3.4,DN
5-8,77.87,1.0,266.0,Challenging,5.0,NO
10+,12.1878,2.0,108.0,Easy,5.0,DE
7-14,40.751999999999995,6.0,341.0,Easy,4.3,CZ
6+,683.1878,8.0,2455.0,Average,3.4,FI
8-14,142.87,8.0,941.0,Average,,NO
7-14,69.5278,6.0,400.0,Easy,4.3,DE
9-14,103.639,19.0,944.0,Average,4.2,FI
8-14,34.986,5.0,179.0,Average,3.6,GB
16+,158.58780000000004,53.0,1686.0,Average,,LU
6-12,24.3878,4.0,192.0,Average,5.0,NL
6-12,35.4929,3.0,378.0,Average,2.7,NZ
9-14,103.6878,9.0,830.0,Average,4.9,FR
8-14,63.89289999999999,24.0,358.0,Easy,4.6,NZ
5+,4.8678,13.0,8.0,Very Easy,4.8,DE
5-12,19.4922,1.0,126.0,Easy,5.0,
7-14,69.5278,5.0,425.0,Average,3.2,
10-16,111.18,14.0,1327.0,Challenging,4.6,CH
7-14,54.8878,5.0,406.0,Average,4.8,FR
6+,28.852200000000003,10.0,219.0,Easy,3.9,CA
7-12,24.3878,2.0,145.0,Average,5.0,DE
8+,57.552,6.0,387.0,Easy,4.7,CZ
8-14,121.9878,71.0,717.0,Average,4.7,IT
9-12,67.0878,14.0,670.0,Average,,PT
6-12,21.9478,7.0,141.0,Easy,4.1,NL
10+,12.1878,3.0,122.0,Very Easy,4.0,AT
2-5,53.1924,11.0,52.0,Easy,4.7,AU
6-12,39.99,4.0,324.0,Average,5.0,US
7-12,215.952,63.0,847.0,Average,3.4,CZ
6-12,16.785999999999998,7.0,141.0,Easy,4.1,GB
5-12,48.7878,16.0,337.0,Easy,3.3,FR
6-12,14.99,7.0,141.0,Easy,4.1,US
4-7,12.1878,8.0,47.0,Very Easy,4.0,BE
8-12,59.99,15.0,528.0,Average,4.7,US
6-12,36.5878,2.0,351.0,Challenging,5.0,FR
5-12,15.799000000000001,2.0,79.0,Easy,3.5,
2-5,79.23899999999998,11.0,52.0,Easy,4.7,FI
1½-3,25.398000000000003,5.0,23.0,Easy,5.0,CH
6-12,22.087,40.0,125.0,Very Easy,4.7,
14+,354.9929,19.0,3444.0,Challenging,5.0,NZ
7-12,42.638999999999996,13.0,285.0,Easy,4.2,FI
7-14,30.4878,19.0,201.0,Easy,4.6,PT
4-7,10.1322,2.0,67.0,Very Easy,5.0,CA
7-12,36.5878,19.0,157.0,Easy,2.6,IE
2-5,67.152,11.0,52.0,Easy,4.7,CZ
7-12,121.9878,4.0,871.0,Average,4.8,ES
7-14,36.5878,8.0,204.0,Average,,NL
4-7,24.3878,1.0,110.0,Easy,4.0,AT
8-12,68.3078,2.0,464.0,Easy,4.5,PT
7-14,31.192200000000003,18.0,306.0,Average,4.6,CA
8-14,83.5924,6.0,557.0,Challenging,4.3,AU
8-14,50.6922,7.0,521.0,Average,4.3,CA
5-12,18.2878,1.0,126.0,Easy,5.0,AT
5-12,21.6,7.0,174.0,Easy,4.4,
8-12,34.986,2.0,360.0,Average,4.0,GB
8-14,113.9924,8.0,941.0,Average,,AU
7-12,67.0878,2.0,289.0,Easy,3.5,PT
7-14,13.4078,2.0,176.0,Easy,4.5,DE
7-14,46.3971,5.0,267.0,Easy,3.2,PL
7-14,48.7878,13.0,375.0,Easy,4.8,ES
10+,12.138,1.0,149.0,Very Easy,3.0,CH
5-12,60.9878,2.0,303.0,Average,4.0,NL
10-16,198.7929,18.0,1456.0,Average,4.6,NZ
6-12,17.3971,5.0,99.0,Very Easy,5.0,PL
8-14,30.4878,3.0,85.0,Easy,4.7,FR
6-12,24.3878,5.0,201.0,Average,4.4,BE
16+,425.9929,171.0,4080.0,Challenging,4.7,NZ
7-14,53.88,5.0,425.0,Average,3.2,DN
5-12,36.5878,8.0,257.0,Average,3.9,IT
8-14,36.5878,5.0,330.0,Average,,IT
4-7,26.0971,2.0,95.0,Easy,3.0,PL
2-5,70.99289999999998,11.0,52.0,Easy,4.7,NZ
7-14,59.99,9.0,563.0,Easy,4.6,US
2-5,32.9278,2.0,26.0,Very Easy,5.0,DE
8-14,76.986,20.0,581.0,Average,4.8,GB
7-12,54.8878,4.0,402.0,Average,5.0,ES
14+,280.5878,87.0,1703.0,Challenging,4.3,LU
7-14,18.2878,12.0,196.0,Easy,4.6,FR
8-14,68.3078,14.0,376.0,Easy,3.5,ES
7-14,54.8878,5.0,259.0,Average,4.2,IE
6-12,85.1929,7.0,722.0,Average,4.1,NZ
14+,269.99,19.0,3444.0,Challenging,5.0,US
7-14,19.5078,11.0,184.0,Easy,4.7,ES
5-12,29.99,2.0,222.0,Average,5.0,US
16+,207.3878,62.0,2480.0,Challenging,4.6,LU
4-7,21.6,2.0,100.0,Easy,5.0,DN
6-12,85.3878,5.0,575.0,Average,5.0,NL
8-14,73.1878,37.0,370.0,Easy,1.8,IT
8-12,36.5878,37.0,262.0,Easy,4.5,PT
9-14,134.352,39.0,863.0,Average,4.4,
9-14,75.9924,8.0,876.0,Average,5.0,AU
6+,440.986,2.0,4900.0,Easy,,GB
7-14,48.7878,5.0,406.0,Average,4.8,IT
8-12,48.7878,2.0,451.0,Average,5.0,IE
5-12,19.99,1.0,127.0,Easy,5.0,US
6-12,54.8878,4.0,350.0,Average,4.8,FR
8-14,121.9878,23.0,1047.0,Average,4.7,IE
5-12,34.1924,2.0,347.0,Very Easy,5.0,AU
6-12,116.87,3.0,585.0,Challenging,4.3,NO
7-14,29.886999999999997,2.0,140.0,Easy,4.0,NO
8-14,103.87,6.0,765.0,Average,4.2,NO
6-12,67.0878,3.0,380.0,Average,4.3,LU
8+,24.3878,16.0,208.0,Easy,4.6,
8-14,24.3878,10.0,365.0,Easy,4.8,FR
7-14,19.99,12.0,221.0,Easy,4.2,US
7-12,24.3878,2.0,145.0,Average,5.0,LU
7-14,24.3878,18.0,233.0,Easy,4.6,AT
8+,28.3929,16.0,208.0,Easy,4.6,NZ
9-16,38.9922,15.0,375.0,Average,4.9,CA
6-12,121.9878,3.0,792.0,Average,3.7,IT
6-12,91.4878,8.0,622.0,Average,4.1,ES
10-21,57.9971,1.0,1.0,Very Easy,5.0,PL
8-14,85.3878,12.0,457.0,Easy,4.3,BE
6-12,54.8878,3.0,326.0,Challenging,3.7,LU
10+,12.1878,2.0,108.0,Easy,5.0,IT
7-14,36.5878,10.0,312.0,Easy,4.0,IT
4-99,35.598,11.0,484.0,Easy,4.6,CH
7-14,26.0971,2.0,139.0,Easy,4.0,PL
4-7,12.0,2.0,67.0,Very Easy,5.0,DN
6-12,57.552,3.0,326.0,Challenging,3.7,CZ
10+,42.6878,3.0,1.0,Average,5.0,DE
5-12,12.138,1.0,78.0,Easy,5.0,CH
6-12,99.3929,3.0,585.0,Challenging,4.3,NZ
7-12,67.0878,2.0,289.0,Easy,3.5,LU
2-5,158.352,22.0,134.0,Average,4.1,CZ
5-12,12.138,2.0,82.0,Very Easy,5.0,CH
8-14,31.192200000000003,1.0,266.0,Average,,CA
7-14,60.93899999999999,4.0,391.0,Average,4.8,FI
6-14,12.0,11.0,109.0,Easy,4.7,DN
10-21,36.5878,1.0,1.0,Easy,5.0,FI
7-14,46.3971,11.0,293.0,Average,4.7,PL
4-99,24.3878,8.0,303.0,Easy,4.9,IT
9-14,172.38,34.0,1376.0,Challenging,4.3,CH
4-99,9.8724,6.0,1.0,Very Easy,4.7,AU
10+,42.6878,14.0,708.0,Average,4.6,NL
7-12,27.986,27.0,149.0,Easy,4.5,GB
7-14,20.2971,12.0,196.0,Easy,4.6,PL
8-14,38.352,5.0,330.0,Average,4.8,CZ
12+,62.986000000000004,24.0,780.0,Average,4.7,GB
8+,146.3878,2.0,1122.0,Easy,5.0,AT
16+,369.99,43.0,5923.0,Challenging,4.8,US
4-99,15.1924,24.0,1.0,Very Easy,4.1,AU
4-7,48.7878,2.0,191.0,Average,5.0,AT
4-99,7.7922,46.0,1.0,Very Easy,2.6,CA
6-12,121.9878,16.0,919.0,Average,4.6,NL
2-5,25.398000000000003,1.0,23.0,Easy,5.0,CH
5-12,12.1878,12.0,88.0,Easy,4.9,NL
7-12,45.37000000000001,13.0,285.0,Easy,4.2,NO
11-16,167.88,22.0,2595.0,Average,,DN
6-12,24.3878,5.0,201.0,Average,4.4,IE
10+,10.1322,10.0,101.0,Very Easy,4.8,CA
10+,12.1878,2.0,105.0,Easy,5.0,LU
10+,42.6878,3.0,1.0,Average,5.0,
6-12,121.9878,16.0,919.0,Average,4.6,DE
2-5,34.986,1.0,37.0,Very Easy,5.0,GB
7-14,18.2878,3.0,163.0,Easy,5.0,IT
6-12,36.5878,5.0,378.0,Easy,4.8,LU
16+,219.53900000000002,177.0,2262.0,Challenging,4.6,FI
6-12,32.9278,3.0,126.0,Easy,4.7,IT
5-12,73.1878,9.0,561.0,Easy,3.3,ES
8-14,77.9922,22.0,630.0,Average,4.6,CA
5-12,36.5878,8.0,257.0,Average,3.9,PT
6-12,30.498,3.0,246.0,Easy,4.0,CH
6-12,18.2878,15.0,108.0,Very Easy,4.1,FR
6-12,23.786,3.0,188.0,Easy,,GB
7-14,21.6,18.0,233.0,Easy,4.6,DN
7-12,27.2922,4.0,345.0,Easy,4.8,CA
9-14,121.38,39.0,863.0,Average,4.4,CH
10+,12.432,1.0,113.0,Easy,5.0,CZ
7-14,42.6878,12.0,293.0,Average,4.8,IT
5-12,23.3922,11.0,214.0,Easy,4.5,CA
9-14,91.4878,19.0,944.0,Average,4.2,FR
12+,43.152,14.0,386.0,Average,4.4,CZ
10+,9.99,3.0,127.0,Very Easy,4.7,US
7-14,49.2971,13.0,375.0,Easy,4.8,PL
12-16,140.3922,20.0,1628.0,Average,3.8,CA
6-12,12.1878,4.0,88.0,Easy,4.5,PT
5-12,28.3929,7.0,174.0,Easy,4.4,NZ
7-12,36.5878,38.0,282.0,Easy,4.7,FR
6-12,103.6878,3.0,585.0,Challenging,4.3,BE
6-14,12.138,1.0,68.0,Very Easy,4.0,CH
4-7,12.1878,3.0,62.0,Easy,4.7,ES
10-16,60.9878,12.0,603.0,Average,4.7,AT
8-12,153.986,1.0,1250.0,Average,5.0,GB
5-12,11.952,40.0,2.0,Very Easy,3.9,CZ
6+,439.1878,2.0,4900.0,Easy,5.0,FI
12+,41.88,11.0,444.0,Average,4.8,DN
5-12,31.192200000000003,7.0,344.0,Easy,5.0,CA
8-14,40.698,24.0,305.0,Easy,4.8,CH
8-12,40.698,10.0,386.0,Average,3.8,CH
6-12,17.7429,1.0,163.0,Easy,4.0,NZ
5-12,12.0,1.0,78.0,Easy,5.0,DN
7-14,30.439,2.0,140.0,Easy,4.0,FI
10-16,158.58780000000004,7.0,1151.0,Challenging,4.9,FR
16+,182.58,202.0,2469.0,Challenging,4.9,CH
10+,12.0,3.0,122.0,Very Easy,4.0,DN
16+,95.88,66.0,1167.0,Average,4.9,DN
7-14,15.6,13.0,203.0,Average,4.5,DN
5-12,52.1971,10.0,169.0,Very Easy,4.1,PL
5-12,9.99,8.0,80.0,Easy,4.6,US
7-12,27.986,2.0,205.0,Average,5.0,GB
10+,13.0471,2.0,105.0,Easy,5.0,PL
9-14,23.3922,1.0,148.0,Very Easy,5.0,CA
9-12,60.9878,14.0,670.0,Average,4.5,IE
5-12,23.951999999999998,6.0,190.0,Easy,3.8,CZ
7-12,19.99,2.0,145.0,Average,5.0,US
7-14,30.4878,3.0,96.0,Easy,4.7,BE
6-12,9.99,11.0,91.0,Easy,4.5,US
8-14,71.37,29.0,544.0,Average,4.7,NO
7-14,17.4724,19.0,181.0,Easy,4.9,
6-12,17.7429,25.0,117.0,Very Easy,4.6,NZ
10+,12.1878,3.0,119.0,Easy,5.0,BE
5-12,12.1878,12.0,88.0,Easy,4.9,IE
9-14,103.639,7.0,519.0,Average,4.7,FI
8-14,98.7924,71.0,717.0,Average,4.7,AU
7-14,18.2878,7.0,38.0,Easy,4.3,NL
9-14,109.7878,6.0,914.0,Average,4.8,NL
